ID,Title,Content,"Image Featured",SIREN,SIRET,Slogan,Adresse,CP,Ville,Latitude,Longitude,"Prénom Gérant/Responsable","Nom Gérant/Responsable","Téléphone 01","Téléphone 02",Email,"Site web",Couleur,"Galerie Photos","Lien vidéo","Module Elfsight","Module Avis Elfsight",Horaires,Réservation
1037,"Cabinet Geoffrey HUGUES","<p><strong>Votre partenaire confiance depuis des générations.</strong></p><p>Cabinet d’Assurances Familial depuis plusieurs générations, nous avons à cœur d’être votre partenaire privilégié. Que vous soyez <strong>Professionnels, Entreprises ou Particuliers</strong>, nous mettons notre expertise à votre service pour trouver la solution répondant précisément à vos besoins. Nous vous proposons d’étudier avec vous les meilleures garanties pour répondre à vos attentes en matière de protection et de prévoyance.</p>",https://wiikard.com/wp-content/uploads/2025/09/Cabinet-Geoffrey-HUGUES-logo.jpg,883526048,88352604800011,"Votre assurance, notre passion.","45, Rue Thiers",38000,Grenoble,45.1854152,5.7152492,Geoffrey,HUGUES,476431031,,geoffrey.hugues.agent@generali.fr,https://www.generali.fr/agence/hugues-geoffrey-grenoble/rhone-alpes/assurance/,#ae1a1a,https://wiikard.com/wp-content/uploads/2025/09/Cabinet-Geoffrey-HUGUES-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/Cabinet-Geoffrey-HUGUES-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/Cabinet-Geoffrey-HUGUES-03.jpg,,,,"Sur RDV uniquement",
1042,Cuisin'Alp,"<p><strong>Votre projet, notre expertise.</strong></p><p>Nous transformons vos espaces (cuisines, salles de bains, dressings…) en projets uniques et sur mesure. Chez <strong>Cuisin’Alp</strong>, cuisiniste indépendant près de Grenoble, nous offrons un accompagnement complet : gain de temps, matériaux haut de gamme, plans 3D et un interlocuteur dédié pour suivre votre projet de A à Z. Faites confiance à notre savoir-faire pour créer l'intérieur qui vous ressemble.</p>",https://wiikard.com/wp-content/uploads/2025/09/cuisin-alp-logo.jpg,983494196,98349419600022,"Votre intérieur, notre passion.","55 avenue Jean Kuntzmann",38330,Montbonnot-Saint-Martin,45.216527,5.807853,Clément,Bouillaud,,,clement.bouillaud1@gmail.com,https://www.cuisin-alp.com,#092a3d,https://wiikard.com/wp-content/uploads/2025/09/cuisin-alp-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/cuisin-alp-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/cuisin-alp-04.jpg,,,,"Lundi au Vendredi 9h-17h sur RDV",
1047,"Feu Vert Espace Comboire","<p><strong>L'entretien expert pour votre véhicule.</strong></p><p>Depuis 1993, le centre auto Feu Vert Espace Comboire à Echirolles est à votre service. Nous réalisons tous types de prestations pour votre auto, moto et scooter : <strong>pneumatiques</strong>, <strong>révisions</strong>, <strong>freinage</strong>, amortisseurs, embrayage, distribution, pose de boîtier éthanol, vidange de boîte automatique et attelages. Faites confiance à notre expertise pour la sécurité et la performance de votre véhicule.</p>",https://wiikard.com/wp-content/uploads/2025/09/feu-vert-comboire-logo.jpg,439713223,43971322300048,"La patte de l'expert.","1 Rue des Montagnes de Lans",38130,Échirolles,45.154091,5.697955,Adrien,DINI,476229000,,grenoble-comboire@feuvert.fr,https://www.feuvert.fr/,#007a4c,https://wiikard.com/wp-content/uploads/2025/09/feu-vert-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/feu-vert-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/feu-vert-03.jpg,,,,"Lundi au Samedi 9h-18h non-stop",
1052,"Gymnesia Crolles","<p><strong>La référence fitness du Grésivaudan.</strong></p><p>Prenez soin de votre santé et gardez la forme dans un lieu convivial, climatisé et motivant. Gymnesia Crolles vous accueille avec des <strong>cours collectifs</strong> variés, une zone <strong>musculation/cardio</strong> complète, du <strong>coaching</strong> personnalisé et un espace bien-être avec <strong>sauna & hammam</strong>. Le tout dans une ambiance conviviale pour vous motiver à atteindre vos objectifs.</p>",https://wiikard.com/wp-content/uploads/2025/09/Gymnesia-Crolles-logo.jpg,817690688,81769068800012,"Votre santé, notre priorité.","65 rue des Peupliers",38920,Crolles,45.271558,5.893469,Fabien,Com-Nougue,476089611,,clubgymnesia.crolles@gmail.com,http://www.gymnesia-crolles.fr/,#be8641,https://wiikard.com/wp-content/uploads/2025/09/Gymnesia-Crolles-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/Gymnesia-Crolles-04.jpg,,,,"L-V 5h-22h30, S-D 6h-20h",
1056,"Instant à Soi","<p><strong>Une pause bien-être, loin du quotidien.</strong></p><p>Dirigé par Angélique Brunon, esthéticienne passionnée, le spa Instant à Soi est une aventure familiale depuis 20 ans. Nous sommes spécialisés dans les <strong>massages du monde</strong>, les soins <strong>minceur</strong> avec les dernières technologies LPG, et les soins experts pour <strong>bien vieillir</strong>. Avec notre équipe de praticiennes, nous vous accueillons pour un vrai moment de pause, loin du stress et du rythme effréné du quotidien. Prenez du temps pour vous, pour lâcher prise et voyager.</p>",https://wiikard.com/wp-content/uploads/2025/09/Instant-a-Soi-logo.jpg,353760549,35376054900025,"Lâchez prise, on s'occupe de vous.","13 avenue de Verdun",38240,Meylan,45.209916,5.772762,Angélique,Brunon,476182292,,instantasoi@gmail.com,https://www.instantasoi.com/,#2893b3,https://wiikard.com/wp-content/uploads/2025/09/Instant-a-Soi-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/Instant-a-Soi-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/Instant-a-Soi-03.jpg|https://wiikard.com/wp-content/uploads/2025/09/Instant-a-Soi-04.jpg|https://wiikard.com/wp-content/uploads/2025/09/Instant-a-Soi-05.jpg,,,,,
1063,"Alpe d'Huez Domaine Skiable","<p><strong>L'Île au Soleil, un domaine d'exception.</strong></p><p>Nichée à 1860 m, l’Alpe d’Huez est surnommée « l’Île au Soleil » pour son ensoleillement généreux. Le domaine skiable offre <strong>250 km de pistes</strong>, dont la mythique Sarenne (16 km) et le Tunnel. Le <strong>Pic Blanc</strong>, classé 3 étoiles au guide Michelin, offre un panorama exceptionnel sur 1/5 du territoire français. Ski, snowboard, luge et de nombreuses activités hors-ski séduisent les sportifs comme les familles dans un cadre unique.</p>",https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-logo.jpg,788906410,78890641000014,"L'Île au Soleil.","131, rue du Pic Blanc",38750,"Alpe d’Huez",45.0892442,6.066887,Anthony,GUZMAN,476809050,,anthony.guzman@sataski.com,https://skipass.alpedhuez.com/hiver/,#d20e32,https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-03.jpg|https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-04.jpg|https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-05.jpg|https://wiikard.com/wp-content/uploads/2025/09/alpe-huez-06.jpg,,,,,https://aeon-montagnes.com/
1071,"Austra Rocks Neyrpic Grenoble","<p><strong>La fête à l'australienne !</strong></p><p>Austra Rocks, c’est l’esprit de la fête à l’australienne en plein cœur de Grenoble : à la fois <strong>bar, live & club</strong>. Avec une programmation éclectique allant du Rock à l'électro, en passant par le hip-hop, l'afrobeat ou le hardstyle, il y en a pour tous les styles. Nous prônons une fête <strong>inclusive & immersive</strong> portée par nos équipes. Our house is your house !</p>",https://wiikard.com/wp-content/uploads/2025/09/austra-rocks-logo.jpg,931653182,93165318200028,"Our house is your house !","15 Allée de la normalienne",38400,Saint-Martin-d'Hères,45.1868,5.74931,Adrien,Savoie,,,communication@austra-rocks.com,https://www.austrarocks.com/villes/grenoble/,#272446,https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-03.jpg|https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-04.jpg,,,,"Mardi-Mercredi 19h-3h, Jeudi-Vendredi 19h-5h, Samedi 19h-6h",
1077,"O'Sullivans Neyrpic Grenoble","<p><strong>Le pub irlandais nouvelle génération.</strong></p><p>O’Sullivans Grenoble, c’est un bar XXL pensé pour toutes les générations. Profitez de nos <strong>bières & sports</strong> sur grand écran, de notre <strong>restaurant gourmand</strong>, de notre espace jeux (shuffleboard, billard, fléchettes ) et de notre <strong>rooftop</strong> avec cocktails. Entre afterwork, soirées animées & détente, c'est un lieu unique pensé pour rassembler !</p>",https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-logo.jpg,931653182,93165318200028,"Le pub qui rassemble !","15 Allée de la normalienne",38400,Saint-Martin-d'Hères,45.1868,5.74931,Adrien,Savoie,,,communication@austra-rocks.com,https://www.osullivans-pubs.com/pubs/grenoble/,#000000,https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-03.jpg|https://wiikard.com/wp-content/uploads/2025/09/o-sullivans-04.jpg,,,,"Tous les jours 11h30-1h",
1079,"Boissons du Monde","<!-- wp:paragraph -->
<p><strong>Le rendez-vous des amateurs de saveurs.</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Boissons du Monde est bien plus qu'une simple cave : c'est un univers de découvertes pour tous les passionnés. Explorez notre vaste sélection de <strong>bières artisanales</strong>, vins, spiritueux et boissons originales du monde entier. Profitez également de notre <strong>bar sur place</strong> pour déguster nos trouvailles dans une ambiance conviviale. Notre équipe d'experts est là pour vous conseiller et partager sa passion.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>L'abus d'alcool est dangereux pour la santé, à consommer avec modération.</em></p>
<!-- /wp:paragraph -->",https://wiikard.com/wp-content/uploads/2025/09/boissons-du-monde-logo.jpg,333018984,33301898400042,"Le monde à portée de verre.","1 rue de la verrerie",38120,Fontanil-Cornillon,45.248679,5.66121,Florent,Salis,476755153,,florent@boissonsdumonde.fr,https://boissonsdumonde.fr/,#ff904c,https://wiikard.com/wp-content/uploads/2025/09/boissons-du-monde-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/boissons-du-monde-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/boissons-du-monde-03.jpg,,,,"Mardi-Samedi 9h-19h (Bar jusqu'à 20h30 )",
1084,"Bistrot Marsellus","<p><strong>La pause gourmande face aux montagnes.</strong></p><p>Idéalement située en face de la gare, notre brasserie-restaurant-café vous accueille <strong>7 jours sur 7 en service continu</strong>. Profitez d'une vue imprenable sur le Vercors dans une ambiance conviviale et chaleureuse. Nous proposons une <strong>cuisine de brasserie généreuse</strong>, mêlant classiques français et suggestions du moment. Du petit-déjeuner au dîner, notre équipe souriante vous offre un service rapide et attentionné.</p>",https://wiikard.com/wp-content/uploads/2025/09/bistrot-marsellus-logo.jpg,844049080,84404908000022,"La halte gourmande de la gare.","6 place de la gare",38000,Grenoble,45.190591,5.715824,Anthony,Rosanero,973605370,,bistrot.marsellus@laposte.net,http://bistrotmarsellus.fr,#0b5258,https://wiikard.com/wp-content/uploads/2025/09/bistrot-marsellus-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/bistrot-marsellus-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/bistrot-marsellus-03.jpg,,,,"7j/7 de 8h00 à 22h30",
1089,"Crêpe Touch Neyrpic","<p><strong>La crêperie réinventée.</strong></p><p>Découvrez une nouvelle dimension de la crêperie avec CrêpeTouch, une expérience innovante. Profitez d’un service à table dans un cadre chaleureux et convivial, offrant une gamme complète de <strong>crêpes et gaufres sucrées et salées</strong>. Composez vous-même votre recette grâce à nos ingrédients de qualité. C'est le lieu parfait pour un déjeuner, un goûter ou une collation gourmande à toute heure de la journée.</p>",https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-logo.jpg,951836162,95183616200028,"Composez, dégustez, partagez !","9 avenue benoit frachon",38400,Saint-Martin-d'Hères,45.185543,5.755022,Eva,Vanzato,476414008,,eva@crepetouch.com,https://crepetouch.com/notre-carte/,#084442,https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-03.jpg,,,,"Lundi au Dimanche à partir de 11h",
1094,"Crêpe Touch Grand Place","<p><strong>La crêperie réinventée.</strong></p><p>Découvrez une nouvelle dimension de la crêperie avec CrêpeTouch, une expérience innovante. Profitez d’un service à table dans un cadre chaleureux et convivial, offrant une gamme complète de <strong>crêpes et gaufres sucrées et salées</strong>. Composez vous-même votre recette grâce à nos ingrédients de qualité. C'est le lieu parfait pour un déjeuner, un goûter ou une collation gourmande à toute heure de la journée.</p>",https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-logo.jpg,951836162,95183616200028,"Composez, dégustez, partagez !","66 Grand Place",38100,Grenoble,45.158108,5.732145,Eva,Vanzato,476234020,,eva@crepetouch.com,https://crepetouch.com/notre-carte/,#084442,https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/crepe-touch-03.jpg,,,,"Lundi au Samedi à partir de 10h",
1095,"Fifty Nine Fitness Club","<p><strong>La convivialité à chaque instant !</strong></p><p>Découvrez et essayez ce nouveau concept. Chez Fifty Nine Fitness Club, le ton est donné : c'est la convivialité avant tout ! Venez découvrir un espace consacré à la <strong>remise en forme</strong>, aux <strong>cours collectifs</strong>, au <strong>coaching individuel</strong>, à la détente et au bien-être. Le club est ouvert 7j/7 de 6h à 23h. Le plus : on vous offre une séance en électrostimulation pour découvrir nos méthodes !</p>",https://wiikard.com/wp-content/uploads/2025/09/fifty-nine-logo.jpg,501096754,50109675400012,"Le sport, le sourire en plus.","32 Rue de Comboire",38130,Échirolles,45.143542,5.690639,Hervé,Ceyzeriat,,,mounia.bravot@gmail.com,https://fiftyninefitnessclub.fr/,#c9216a,https://wiikard.com/wp-content/uploads/2025/09/fifty-nine-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/fifty-nine-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/fifty-nine-03.jpg|https://wiikard.com/wp-content/uploads/2025/09/fifty-nine-04.jpg|https://wiikard.com/wp-content/uploads/2025/09/fifty-nine-05.jpg,,,,"7j/7 de 6h à 23h",
1102,"Galeries Lafayette Grenoble","<p><strong>Le grand magasin au cœur de votre ville.</strong></p><p>Notre magasin vous offre une expérience shopping alliant diversité, qualité et convivialité. Avec <strong>5 niveaux dédiés à la mode, la beauté, la maison</strong> et bien plus encore, vous trouverez également des <strong>créateurs locaux</strong> et des services exclusifs. Les Galeries Lafayette Grenoble, c’est bien plus qu’un magasin, c’est un lieu de vie et d'inspiration au cœur de Grenoble.</p>",https://wiikard.com/wp-content/uploads/2025/09/galeries-lafayette-logo.jpg,907824817,90782481700049,"Le grand magasin de tous les styles.","12 place Grenette",38000,Grenoble,45.190765,5.727154,Hélène,Hodister,476472854,,hhodister@galerieslafayette.com,https://www.galerieslafayette.com/,#000000,https://wiikard.com/wp-content/uploads/2025/09/galeries-lafayette-01.jpg|https://wiikard.com/wp-content/uploads/2025/09/galeries-lafayette-02.jpg|https://wiikard.com/wp-content/uploads/2025/09/galeries-lafayette-03.jpg|https://wiikard.com/wp-content/uploads/2025/09/galeries-lafayette-04.jpg,,,,,
